ProductID,ProductName,Category,SubCategory,Brand,SKU,Description,Specifications,UseCase,Price,Unit,Tags
2128,Plastic Boxes - Lithonia Model LI3198,Electrical Boxes,Plastic Boxes,Lithonia,LI3198,"This plastic boxes from Lithonia is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 10A, Wattage: 25W, Material: Steel, Compliance: CSA Certified, Color: White",commercial,$202.51,Box,"copper, commercial, data, commercial"
2129,Thermostats - Hubbell Model HU5560,HVAC,Thermostats,Hubbell,HU5560,"This thermostats from Hubbell is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 25W, Material: Plastic, Compliance: CSA Certified, Color: Gray",commercial,$744.47,Per 10ft,"residential, electrical, commercial, copper"
2130,Bushings - Siemens Model SI5239,Conduit & Fittings,Bushings,Siemens,SI5239,"This bushings from Siemens is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 5W, Material: Aluminum, Compliance: RoHS Compliant, Color: Red",healthcare,$449.68,Each,"copper, industrial, electrical, steel"
2131,Load Centers - Southwire Model SO8478,Power Distribution,Load Centers,Southwire,SO8478,"This load centers from Southwire is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 50A, Wattage: 15W, Material: Aluminum, Compliance: CSA Certified, Color: White",commercial,$566.25,Per 10ft,"outdoor, commercial, copper, LED"
2132,Thermostats - 3M Model 3M6115,HVAC,Thermostats,3M,3M6115,"This thermostats from 3M is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 15W, Material: Copper, Compliance: RoHS Compliant, Color: Gray",residential,$231.87,Each,"electrical, residential, industrial, breaker"
2133,Cables - GE Model GE6235,DataCom,Cables,GE,GE6235,"This cables from GE is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 15W, Material: Copper, Compliance: UL Listed, Color: Blue",healthcare,$516.91,Each,"LED, industrial, residential, commercial"
2134,Connectors - 3M Model 3M5159,Conduit & Fittings,Connectors,3M,3M5159,"This connectors from 3M is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 150W, Material: Plastic, Compliance: UL Listed, Color: Black",residential,$961.28,Each,"residential, commercial, copper, industrial"
2135,Panelboards - Allied Model AL3975,Power Distribution,Panelboards,Allied,AL3975,"This panelboards from Allied is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 50W, Material: Aluminum, Compliance: UL Listed, Color: Blue",healthcare,$573.08,Per 10ft,"outdoor, steel, healthcare, data"
2136,Cables - Lithonia Model LI2388,DataCom,Cables,Lithonia,LI2388,"This cables from Lithonia is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 50W, Material: Steel, Compliance: RoHS Compliant, Color: Gray",commercial,$198.03,Each,"outdoor, commercial, LED, breaker"
2137,Gloves - 3M Model 3M9250,Safety,Gloves,3M,3M9250,"This gloves from 3M is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 15W, Material: Plastic, Compliance: RoHS Compliant, Color: White",residential,$630.11,Each,"outdoor, steel, residential, copper"
2138,Anchors - Klein Tools Model KL3212,Fasteners,Anchors,Klein Tools,KL3212,"This anchors from Klein Tools is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 50W, Material: Plastic, Compliance: CSA Certified, Color: White",commercial,$402.55,Per ft,"electrical, data, commercial, industrial"
2139,Conduits - Hubbell Model HU6849,Conduit & Fittings,Conduits,Hubbell,HU6849,"This conduits from Hubbell is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 25W, Material: Aluminum, Compliance: RoHS Compliant, Color: Blue",residential,$699.41,Pack,"electrical, commercial, outdoor, steel"
2140,Control Cable - Square D Model SQ3332,Wire & Cable,Control Cable,Square D,SQ3332,"This control cable from Square D is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 100W, Material: Steel, Compliance: RoHS Compliant, Color: Blue",healthcare,$724.59,Pack,"breaker, copper, healthcare, LED"
2141,Cables - Lithonia Model LI6237,DataCom,Cables,Lithonia,LI6237,"This cables from Lithonia is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 5W, Material: Plastic, Compliance: CSA Certified, Color: White",educational,$96.14,Each,"copper, commercial, residential, LED"
2142,Building Wire - Hubbell Model HU2018,Wire & Cable,Building Wire,Hubbell,HU2018,"This building wire from Hubbell is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 100W, Material: Aluminum, Compliance: UL Listed, Color: Blue",residential,$871.14,Each,"electrical, industrial, breaker, residential"
2143,Screws - Southwire Model SO8097,Fasteners,Screws,Southwire,SO8097,"This screws from Southwire is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 15W, Material: Copper, Compliance: RoHS Compliant, Color: Red",industrial,$507.76,Per ft,"commercial, breaker, industrial, steel"
2144,Cables - Leviton Model LE4859,DataCom,Cables,Leviton,LE4859,"This cables from Leviton is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 150W, Material: Aluminum, Compliance: RoHS Compliant, Color: Red",commercial,$237.99,Pack,"data, breaker, electrical, copper"
2145,Conduits - Hubbell Model HU1268,Conduit & Fittings,Conduits,Hubbell,HU1268,"This conduits from Hubbell is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 5W, Material: Steel, Compliance: UL Listed, Color: White",healthcare,$857.25,Each,"healthcare, copper, data, outdoor"
2146,Sensors - Square D Model SQ3702,HVAC,Sensors,Square D,SQ3702,"This sensors from Square D is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 25W, Material: Aluminum, Compliance: CSA Certified, Color: White",residential,$536.62,Per ft,"breaker, industrial, data, electrical"
2147,Circuit Breakers - Lithonia Model LI9457,Power Distribution,Circuit Breakers,Lithonia,LI9457,"This circuit breakers from Lithonia is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 10A, Wattage: 150W, Material: Plastic, Compliance: RoHS Compliant, Color: Blue",residential,$249.27,Per 10ft,"electrical, industrial, steel, outdoor"
2148,Gloves - GE Model GE3090,Safety,Gloves,GE,GE3090,"This gloves from GE is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 5W, Material: Aluminum, Compliance: CSA Certified, Color: Black",industrial,$674.96,Per 100ft,"industrial, data, electrical, commercial"
2149,Connectors - Southwire Model SO9396,Conduit & Fittings,Connectors,Southwire,SO9396,"This connectors from Southwire is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 150W, Material: Plastic, Compliance: RoHS Compliant, Color: White",commercial,$713.05,Box,"breaker, LED, data, steel"
2150,Connectors - Square D Model SQ3580,Conduit & Fittings,Connectors,Square D,SQ3580,"This connectors from Square D is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 100W, Material: Plastic, Compliance: RoHS Compliant, Color: Red",educational,$977.26,Box,"electrical, data, residential, copper"
2151,Sensors - GE Model GE3478,HVAC,Sensors,GE,GE3478,"This sensors from GE is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 15W, Material: Steel, Compliance: UL Listed, Color: Red",residential,$263.41,Box,"outdoor, residential, electrical, industrial"
2152,Dampers - Southwire Model SO4083,HVAC,Dampers,Southwire,SO4083,"This dampers from Southwire is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 25W, Material: Steel, Compliance: UL Listed, Color: Blue",commercial,$250.32,Per 10ft,"breaker, industrial, commercial, steel"
2153,Anchors - Square D Model SQ2398,Fasteners,Anchors,Square D,SQ2398,"This anchors from Square D is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 50W, Material: Copper, Compliance: UL Listed, Color: Black",commercial,$696.03,Box,"data, commercial, steel, industrial"
2154,Bushings - Klein Tools Model KL9804,Conduit & Fittings,Bushings,Klein Tools,KL9804,"This bushings from Klein Tools is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 150W, Material: Steel, Compliance: UL Listed, Color: Black",industrial,$552.17,Per 10ft,"industrial, industrial, steel, outdoor"
2155,Conduits - Hubbell Model HU9870,Conduit & Fittings,Conduits,Hubbell,HU9870,"This conduits from Hubbell is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 100W, Material: Aluminum, Compliance: CSA Certified, Color: Black",industrial,$266.74,Per ft,"electrical, steel, data, outdoor"
2156,Outdoor Lighting - Leviton Model LE8267,Lighting,Outdoor Lighting,Leviton,LE8267,"This outdoor lighting from Leviton is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 25W, Material: Copper, Compliance: UL Listed, Color: Gray",residential,$369.1,Per 100ft,"residential, copper, steel, residential"
2157,Circuit Breakers - Hubbell Model HU5260,Power Distribution,Circuit Breakers,Hubbell,HU5260,"This circuit breakers from Hubbell is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 15W, Material: Copper, Compliance: RoHS Compliant, Color: Gray",educational,$435.5,Box,"electrical, breaker, educational, residential"
2158,Wall Plates - Leviton Model LE7222,Wiring Devices,Wall Plates,Leviton,LE7222,"This wall plates from Leviton is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 15W, Material: Plastic, Compliance: UL Listed, Color: Black",residential,$147.22,Box,"commercial, outdoor, industrial, steel"
2159,Panelboards - Hubbell Model HU2391,Power Distribution,Panelboards,Hubbell,HU2391,"This panelboards from Hubbell is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 150W, Material: Copper, Compliance: RoHS Compliant, Color: Red",educational,$294.25,Per 100ft,"industrial, LED, steel, copper"
2160,Hand Tools - Lithonia Model LI7139,Tools & Testing,Hand Tools,Lithonia,LI7139,"This hand tools from Lithonia is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 25W, Material: Copper, Compliance: CSA Certified, Color: Gray",educational,$434.01,Per 10ft,"breaker, commercial, LED, outdoor"
2161,Meters - Hubbell Model HU4335,Tools & Testing,Meters,Hubbell,HU4335,"This meters from Hubbell is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 30A, Wattage: 15W, Material: Copper, Compliance: RoHS Compliant, Color: Red",educational,$486.71,Per 100ft,"data, residential, outdoor, steel"
2162,Load Centers - Southwire Model SO6590,Power Distribution,Load Centers,Southwire,SO6590,"This load centers from Southwire is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 100W, Material: Copper, Compliance: UL Listed, Color: Black",healthcare,$816.16,Box,"copper, healthcare, outdoor, residential"
2163,Plastic Boxes - Leviton Model LE6173,Electrical Boxes,Plastic Boxes,Leviton,LE6173,"This plastic boxes from Leviton is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 10A, Wattage: 150W, Material: Plastic, Compliance: CSA Certified, Color: Black",industrial,$713.64,Pack,"data, commercial, industrial, copper"
2164,Bushings - 3M Model 3M8409,Conduit & Fittings,Bushings,3M,3M8409,"This bushings from 3M is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 50W, Material: Steel, Compliance: RoHS Compliant, Color: White",industrial,$909.1,Per 10ft,"outdoor, industrial, electrical, residential"
2165,Safety Glasses - Klein Tools Model KL8130,Safety,Safety Glasses,Klein Tools,KL8130,"This safety glasses from Klein Tools is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 5W, Material: Plastic, Compliance: UL Listed, Color: White",healthcare,$466.8,Box,"data, commercial, healthcare, LED"
2166,Clips - Square D Model SQ5532,Fasteners,Clips,Square D,SQ5532,"This clips from Square D is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 10A, Wattage: 5W, Material: Steel, Compliance: CSA Certified, Color: Red",industrial,$539.64,Per ft,"industrial, breaker, data, steel"
2167,Bushings - Allied Model AL8163,Conduit & Fittings,Bushings,Allied,AL8163,"This bushings from Allied is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 5W, Material: Aluminum, Compliance: RoHS Compliant, Color: Red",educational,$663.36,Per 10ft,"industrial, steel, copper, breaker"
2168,Gloves - Siemens Model SI2626,Safety,Gloves,Siemens,SI2626,"This gloves from Siemens is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 150W, Material: Copper, Compliance: RoHS Compliant, Color: Gray",industrial,$981.62,Per ft,"data, outdoor, electrical, LED"
2169,Safety Glasses - Square D Model SQ3990,Safety,Safety Glasses,Square D,SQ3990,"This safety glasses from Square D is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 50A, Wattage: 25W, Material: Plastic, Compliance: UL Listed, Color: Gray",residential,$57.15,Per 10ft,"residential, copper, breaker, residential"
2170,Screws - Southwire Model SO9247,Fasteners,Screws,Southwire,SO9247,"This screws from Southwire is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 50A, Wattage: 5W, Material: Steel, Compliance: RoHS Compliant, Color: Red",healthcare,$765.6,Per ft,"commercial, outdoor, healthcare, steel"
2171,Circuit Breakers - Southwire Model SO9139,Power Distribution,Circuit Breakers,Southwire,SO9139,"This circuit breakers from Southwire is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 5W, Material: Copper, Compliance: CSA Certified, Color: Black",industrial,$666.38,Per 100ft,"electrical, breaker, commercial, steel"
2172,Indoor Lighting - Leviton Model LE7791,Lighting,Indoor Lighting,Leviton,LE7791,"This indoor lighting from Leviton is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 50W, Material: Steel, Compliance: CSA Certified, Color: Red",commercial,$425.5,Per 10ft,"industrial, copper, LED, electrical"
2173,Wall Plates - Hubbell Model HU9271,Wiring Devices,Wall Plates,Hubbell,HU9271,"This wall plates from Hubbell is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 25W, Material: Steel, Compliance: CSA Certified, Color: Red",industrial,$849.05,Pack,"LED, industrial, residential, breaker"
2174,Indoor Lighting - Allied Model AL7633,Lighting,Indoor Lighting,Allied,AL7633,"This indoor lighting from Allied is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 10A, Wattage: 100W, Material: Plastic, Compliance: CSA Certified, Color: Gray",industrial,$603.22,Each,"data, outdoor, industrial, steel"
2175,Receptacles - Siemens Model SI6982,Wiring Devices,Receptacles,Siemens,SI6982,"This receptacles from Siemens is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 150W, Material: Steel, Compliance: RoHS Compliant, Color: Red",industrial,$42.82,Per 10ft,"commercial, outdoor, industrial, residential"
2176,Meters - Southwire Model SO7946,Tools & Testing,Meters,Southwire,SO7946,"This meters from Southwire is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 100W, Material: Aluminum, Compliance: UL Listed, Color: Gray",residential,$718.81,Per ft,"copper, steel, LED, electrical"
2177,Load Centers - Hubbell Model HU8439,Power Distribution,Load Centers,Hubbell,HU8439,"This load centers from Hubbell is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 100A, Wattage: 100W, Material: Aluminum, Compliance: RoHS Compliant, Color: Blue",commercial,$13.71,Box,"breaker, data, outdoor, copper"
2178,Panelboards - Southwire Model SO3632,Power Distribution,Panelboards,Southwire,SO3632,"This panelboards from Southwire is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 50A, Wattage: 5W, Material: Plastic, Compliance: CSA Certified, Color: White",residential,$970.37,Per 100ft,"data, residential, industrial, copper"
2179,Connectors - Leviton Model LE6079,Conduit & Fittings,Connectors,Leviton,LE6079,"This connectors from Leviton is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 50W, Material: Plastic, Compliance: RoHS Compliant, Color: Gray",industrial,$498.92,Each,"industrial, copper, commercial, breaker"
2180,Load Centers - 3M Model 3M2863,Power Distribution,Load Centers,3M,3M2863,"This load centers from 3M is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 25W, Material: Aluminum, Compliance: UL Listed, Color: Red",healthcare,$392.86,Each,"commercial, data, breaker, industrial"
2181,Sensors - Allied Model AL8525,HVAC,Sensors,Allied,AL8525,"This sensors from Allied is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 10A, Wattage: 15W, Material: Aluminum, Compliance: CSA Certified, Color: White",industrial,$783.87,Per ft,"electrical, outdoor, industrial, residential"
2182,Conduits - Square D Model SQ1540,Conduit & Fittings,Conduits,Square D,SQ1540,"This conduits from Square D is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 30A, Wattage: 5W, Material: Plastic, Compliance: UL Listed, Color: Red",educational,$752.52,Per 10ft,"electrical, industrial, breaker, steel"
2183,Hand Tools - Lithonia Model LI3665,Tools & Testing,Hand Tools,Lithonia,LI3665,"This hand tools from Lithonia is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 150W, Material: Copper, Compliance: CSA Certified, Color: Blue",educational,$216.86,Per ft,"LED, industrial, educational, residential"
2184,Meters - GE Model GE4687,Tools & Testing,Meters,GE,GE4687,"This meters from GE is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 50A, Wattage: 15W, Material: Copper, Compliance: CSA Certified, Color: Black",industrial,$448.35,Each,"commercial, steel, residential, breaker"
2185,Switches - Hubbell Model HU6326,Wiring Devices,Switches,Hubbell,HU6326,"This switches from Hubbell is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 100A, Wattage: 5W, Material: Aluminum, Compliance: CSA Certified, Color: Red",educational,$832.51,Each,"data, steel, residential, copper"
2186,Circuit Breakers - Hubbell Model HU2500,Power Distribution,Circuit Breakers,Hubbell,HU2500,"This circuit breakers from Hubbell is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 30A, Wattage: 150W, Material: Copper, Compliance: RoHS Compliant, Color: Red",industrial,$82.83,Pack,"electrical, outdoor, breaker, data"
2187,Building Wire - Leviton Model LE2684,Wire & Cable,Building Wire,Leviton,LE2684,"This building wire from Leviton is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 50W, Material: Aluminum, Compliance: UL Listed, Color: Black",industrial,$198.74,Per ft,"copper, industrial, residential, steel"
2188,Gloves - GE Model GE8629,Safety,Gloves,GE,GE8629,"This gloves from GE is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 50A, Wattage: 5W, Material: Steel, Compliance: CSA Certified, Color: Black",industrial,$992.1,Per 10ft,"copper, steel, LED, residential"
2189,Thermostats - Square D Model SQ6954,HVAC,Thermostats,Square D,SQ6954,"This thermostats from Square D is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 100W, Material: Copper, Compliance: RoHS Compliant, Color: White",educational,$79.45,Per ft,"LED, steel, data, electrical"
2190,Safety Glasses - Siemens Model SI4447,Safety,Safety Glasses,Siemens,SI4447,"This safety glasses from Siemens is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 10A, Wattage: 15W, Material: Steel, Compliance: RoHS Compliant, Color: White",healthcare,$525.26,Box,"residential, healthcare, outdoor, electrical"
2191,Circuit Breakers - Leviton Model LE6463,Power Distribution,Circuit Breakers,Leviton,LE6463,"This circuit breakers from Leviton is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 150W, Material: Plastic, Compliance: RoHS Compliant, Color: Gray",residential,$291.36,Per ft,"LED, copper, industrial, steel"
